level_3rd,skill_type,tags
汽车质量工程师,质量安全管理体系标准,GJB9001|_|GJB9001|_|GJB9001|_|HACCP |_|HACCP |_|HACCP |_|SSOP|_|SSOP|_|SSOP|_|汽车质量管理体系标准|_|汽车质量管理体系标准|_|汽车质量管理体系标准|_|环境管理体系标准|_|环境管理体系标准|_|环境管理体系标准|_|职业健康安全管理体系标准|_|职业健康安全管理体系标准|_|职业健康安全管理体系标准|_|质量管理体系标准|_|质量管理体系标准|_|质量管理体系标准
汽车质量工程师,质量检测/试验方法,化学检测|_|化学检测|_|化学检测|_|寿命试验|_|寿命试验|_|寿命试验|_|微生物检测|_|微生物检测|_|微生物检测|_|无损检测|_|无损检测|_|无损检测|_|物理检测|_|物理检测|_|物理检测|_|环境监测|_|环境监测|_|环境监测
汽车质量工程师,质量管理工具/方法,6σ|_|6σ|_|6σ|_|8D报告|_|8D报告|_|8D报告|_|APQP|_|APQP|_|APQP|_|CMK|_|CMK|_|CMK|_|CPK|_|CPK|_|CPK|_|FMEA|_|FMEA|_|FMEA|_|FRACAS|_|FRACAS|_|FRACAS|_|FTA|_|FTA|_|FTA|_|MSA|_|MSA|_|MSA|_|PPAP|_|PPAP|_|PPAP|_|PPK|_|PPK|_|PPK|_|QC七大手法|_|QC七大手法|_|QC七大手法|_|SPC|_|SPC|_|SPC|_|全面质量管理TQM|_|全面质量管理TQM|_|全面质量管理TQM|_|精益生产|_|精益生产|_|精益生产
汽车质量工程师,资格证书,内审员证|_|内审员证|_|内审员证|_|安全员资格证|_|安全员资格证|_|安全员资格证|_|安全评价师证书|_|安全评价师证书|_|安全评价师证书|_|审核员证|_|审核员证|_|审核员证|_|注册安全工程师证|_|注册安全工程师证|_|注册安全工程师证|_|质检员证书|_|质检员证书|_|质检员证书
汽车贴膜,工作方向,贴膜施工|_|车衣施工
汽车贴膜,经验级别,中工|_|大工|_|小工
汽车贴膜,贴装经验,3M膜|_|KDX膜|_|太阳膜|_|改色膜|_|玻璃膜|_|隐形车衣|_|龙膜
汽车轮胎服务,服务方向,轮胎修补|_|轮胎动平衡|_|轮胎打蜡|_|轮胎更换|_|轮胎测试
汽车轮胎服务,轮胎类型,农用车轮胎|_|卡车轮胎|_|客车轮胎|_|工业用车轮胎|_|工程车轮胎|_|摩托车轮胎|_|货车轮胎|_|轿车轮胎|_|飞机轮胎
汽车配件销售,汽车服务职能,配件仓库管理|_|配件仓库管理
汽车配件销售,销售行业属性,二手车销售|_|二手车销售|_|新车销售|_|新车销售|_|汽车销售|_|汽车销售
汽车销售,汽车服务职能,二手车评估|_|二手车评估|_|试乘/试驾|_|试乘/试驾|_|车辆上牌过户|_|车辆上牌过户
汽车销售,销售方式,渠道销售|_|渠道销售|_|电话销售|_|电话销售
汽车销售,销售行业属性,二手车销售|_|二手车销售|_|新车销售|_|新车销售
汽车零部件设计,汽车研发方向,人机交互HMI|_|人机交互HMI|_|内外饰设计|_|内外饰设计|_|数字模型|_|数字模型
汽车零部件设计,计算机辅助工程软件,ANSA|_|ANSA|_|Abaqus|_|Abaqus|_|Autoform|_|Autoform|_|CFX|_|CFX|_|Fluent|_|Fluent|_|Hypermesh|_|Hypermesh|_|Hyperworks|_|Hyperworks|_|LS-DYNA|_|LS-DYNA|_|Moldflow|_|Moldflow
汽车零部件设计,设计软件,AutoCAD|_|AutoCAD|_|CAD|_|CAD|_|ProE|_|ProE|_|SolidWorks|_|SolidWorks|_|UG|_|UG
汽车零部件设计,语言方向,日语|_|日语|_|英语|_|英语
汽车零部件设计,质量安全管理体系标准,汽车质量管理体系标准|_|汽车质量管理体系标准|_|质量管理体系标准|_|质量管理体系标准
汽车零配件销售,配件类型,传动系统零部件|_|冷却系统零部件|_|制动系统零部件|_|发动机零部件|_|悬架系统零部件|_|汽车内饰配件|_|汽车外饰配件|_|汽车电子用品|_|点火系统零部件|_|燃油系统零部件|_|车身零部件|_|转向系统零部件
汽车零配件销售,销售渠道,区域销售|_|地推销售|_|汽贸销售|_|渠道销售|_|电话销售|_|直播销售|_|网络销售|_|门店销售|_|面销/陌拜
汽车项目管理,汽车研发方向,内外饰设计|_|内外饰设计|_|动力系统设计|_|动力系统设计|_|底盘设计|_|底盘设计|_|油泥模型|_|油泥模型|_|车身造型设计|_|车身造型设计|_|车辆电池工程|_|车辆电池工程
汽车项目管理,硬件工具,ADAS|_|ADAS
汽车项目管理,计算机辅助工程软件,Ansoft|_|Ansoft|_|CFX|_|CFX|_|Fluent|_|Fluent|_|Moldflow|_|Moldflow
汽车项目管理,设计软件,AutoCAD|_|AutoCAD|_|SolidWorks|_|SolidWorks
汽车项目管理,语言方向,日语|_|日语|_|英语|_|英语
汽车项目管理,质量安全管理体系标准,汽车质量管理体系标准|_|汽车质量管理体系标准|_|质量管理体系标准|_|质量管理体系标准
油漆工,汽车服务职能,汽车喷漆|_|汽车喷漆|_|镀晶镀膜|_|镀晶镀膜
油罐车司机,个人优势,无一次性扣12分违章|_|无一次性扣6分及以上违章
油罐车司机,具备驾龄,10年及以上|_|2-3年|_|4-5年|_|6-7年|_|8-9年|_|实习期
油罐车司机,证书/职称,A2驾驶证|_|B2驾驶证|_|危险品运输证
油罐车司机,运输范围,同城配送|_|短途货运|_|长途货运
法务,法律工作内容,合规审理|_|合规审理|_|投资并购|_|投资并购|_|法务谈判|_|法务谈判|_|诉讼仲裁|_|诉讼仲裁
法务,法律案件类型,债权债务|_|债权债务
法务,资格证书,律师执业证|_|律师执业证|_|律师资格证|_|律师资格证|_|法律职业资格证|_|法律职业资格证
法务专员-法务助理,法律工作内容,PPP法务|_|企业破产清算|_|合同审核|_|合规管理|_|投资并购
法务专员-法务助理,法律方向,劳动法|_|合同法|_|国际法|_|建筑法|_|房地产法|_|海商法|_|经济法|_|行政法|_|金融法
法务专员-法务助理,法律案件类型,债权债务|_|刑事诉讼
法务专员-法务助理,法律职能,法律风控
法务专员-法务助理,资格证书,律师执业证|_|律师资格证
法务主管,法律工作内容,PPP法务|_|企业破产清算|_|刑事辩护|_|合同审核|_|投资并购
法务主管,法律方向,劳动法|_|合同法|_|国际法|_|婚姻继承法|_|建筑法|_|房地产法|_|海商法|_|经济法|_|行政法|_|金融法
法务主管,法律案件类型,债权债务|_|刑事诉讼
法务主管,法律职能,法务|_|法律风控
法务主管,资格证书,律师执业证|_|律师资格证
法务总监,法律工作内容,PPP法务|_|企业破产清算|_|刑事辩护|_|合同审核|_|合规管理|_|投资并购
法务总监,法律方向,劳动法|_|合同法|_|国际法|_|婚姻继承法|_|建筑法|_|房地产法|_|海商法|_|经济法|_|行政法|_|金融法
法务总监,法律案件类型,债权债务|_|刑事诉讼
法务总监,法律职能,法务|_|法律风控
法务总监,资格证书,律师执业证|_|律师资格证
法务经理,法律工作内容,PPP法务|_|企业破产清算|_|刑事辩护|_|合同审核|_|投资并购
法务经理,法律方向,劳动法|_|合同法|_|国际法|_|婚姻继承法|_|建筑法|_|房地产法|_|海商法|_|经济法|_|行政法|_|金融法
法务经理,法律案件类型,债权债务|_|刑事诉讼
法务经理,法律职能,法务|_|法律风控
法务经理,资格证书,律师执业证|_|律师资格证
法务顾问,法律工作内容,合规审理|_|合规审理|_|投资并购|_|投资并购|_|法务谈判|_|法务谈判|_|诉讼仲裁|_|诉讼仲裁
法务顾问,法律案件类型,债权债务|_|债权债务
法务顾问,资格证书,律师执业证|_|律师执业证|_|律师资格证|_|律师资格证|_|法律职业资格证|_|法律职业资格证
法医,——,
法律培训讲师,培训内容,三国法|_|中法史|_|刑法|_|刑诉|_|劳动法|_|商经|_|国际私法|_|国际经济法|_|宪法|_|民法|_|民诉|_|法学理论|_|法律职业道德|_|法理学|_|环境法|_|知产法|_|行诉
法律培训讲师,授课方式,线上教育|_|线下教育
法律培训讲师,教师类型,助教|_|授课老师|_|教学管理|_|教研
法律顾问,律师方向,专业纠纷律师|_|专职律师|_|兼职律师|_|办案律师|_|授薪律师|_|提成律师|_|涉外律师|_|诉讼律师|_|非诉律师
法律顾问,法律方向,劳动法|_|合同法|_|国际法|_|婚姻继承法|_|建筑法|_|房地产法|_|海商法|_|经济法|_|行政法|_|金融法
法律顾问,法律案件类型,债权债务|_|刑事诉讼
法律顾问,法律职能,法务|_|法律风控
法律顾问,资格证书,律师执业证|_|律师资格证
法语翻译,资格证书,CATTI|_|法语一级口译|_|法语一级笔译|_|法语三级口译|_|法语三级笔译|_|法语二级口译|_|法语二级笔译
注册会计师,会计工作内容,合并报表|_|报表编制|_|票据管理|_|费用管理
注册会计师,会计方向,主管会计|_|外勤会计|_|应收应付会计|_|往来账会计|_|总账会计|_|海外会计|_|现金会计|_|记账会计
注册会计师,财务软件,Oracle|_|SAP|_|新中大|_|浪潮通软|_|用友|_|畅捷通|_|管家婆|_|速达|_|金算盘|_|金蝶
注册会计师,资格证书,ACCA|_|CIA|_|CMA|_|CPA|_|中级会计师|_|中级审计师|_|中级经济师|_|初级会计师|_|初级审计师|_|初级经济师|_|高级会计师|_|高级审计师
注册建筑师,地产业态,产业地产|_|住宅地产|_|办公地产|_|商业地产|_|工业地产|_|文旅地产|_|旧改项目|_|海外地产|_|综合体|_|酒店公寓
注册建筑师,建筑工程职能,岩土工程师|_|架线/管道工程师|_|水利/港口工程师|_|爆破工程师|_|路桥工程师|_|轨道交通工程师|_|隧道工程师
注册建筑师,建筑类型,公共建筑|_|农业建筑|_|历史建筑|_|智能建筑|_|绿色建筑|_|装配式建筑|_|高层建筑
注册建筑师,建筑设计职能,BIM工程师|_|建筑结构设计师|_|景观园林设计师|_|照明设计师|_|钢结构设计师
注册建筑师,建筑软件,ArchiCAD|_|DIALux|_|Navisworks|_|PKPM|_|Revit|_|Tekla|_|品茗|_|天正|_|广联达|_|斯维尔|_|神机妙算|_|鲁班
注册建筑师,设计软件,AFES|_|CAD
注册建筑师,资格证书,一级建造师|_|一级注册建筑师|_|一级注册消防工程师|_|一级注册结构工程师|_|一级造价工程师|_|二级建造师|_|二级注册建筑师|_|二级注册消防工程师|_|二级注册结构工程师|_|二级造价工程师|_|安全员资格证|_|建（构）筑物消防员|_|施工员证|_|注册城乡规划师|_|注册监理工程师|_|资料员职业资格证|_|造价员证
注塑工,机械加工工艺,压塑工艺|_|吸塑工艺|_|吹塑工艺|_|挤塑工艺|_|注塑工艺|_|装配工艺
注塑工,维修方向,注塑机修
注塑工程师,机械加工工艺,压塑工艺|_|吸塑工艺|_|吹塑工艺|_|挤塑工艺|_|注塑工艺|_|装配工艺|_|钣金工艺
注塑工程师,计算机辅助工程软件,Moldex3D|_|Moldflow
注塑工程师,设计软件,AutoCAD|_|CAD|_|SolidWorks
注塑工程师,语言方向,英语
洗碗工,后厨职能,后厨杂工|_|餐饮学徒
洗碗工,工作场所,中餐厅|_|火锅店|_|烤肉店|_|烧烤店|_|西餐厅
洗碗工,资格证书,健康证
洗车工,从业背景,4S店|_|上门洗车|_|加油站|_|洗车店
洗车工,清洗方向,内饰清洗|_|外观清洗|_|汽车普洗|_|汽车精洗|_|零部件清洗
活动公关,公关方向,危机公关|_|媒体公关|_|舆情公关
活动公关,市场工作内容,广告策划|_|活动策划
活动策划,市场工作技能,文字写作能力|_|活动组织能力
活动策划,市场活动类型,公益活动|_|品牌活动|_|展览活动|_|庆典活动|_|营销活动
活动策划执行,市场工作技能,文字写作能力|_|活动组织能力
活动策划执行,市场活动类型,公益活动|_|品牌活动|_|展览活动|_|庆典活动|_|营销活动
活动运营,数据运营方向,数据运营
活动运营,运营方向,B端活动运营|_|C端活动运营|_|H5活动运营|_|商业活动运营|_|游戏活动运营|_|社区活动运营|_|线上活动运营|_|赛事活动运营|_|门店活动运营
活动运营,运营职责,数据分析
浆纱工,操作设备,剑杆织机|_|喷气织机|_|有梭织机|_|片梭织机|_|高速剑杆织机
浆纱工,浆纱方法,上浆|_|调浆
浆纱工,纱线种类,丝织|_|化纤|_|棉织|_|毛织|_|混纺|_|麻织
测绘-测量,地产业态,产业地产|_|住宅地产|_|办公地产|_|商业地产|_|工业地产|_|文旅地产|_|旧改项目|_|海外地产|_|综合体|_|酒店公寓
测绘-测量,建筑工程职能,岩土工程师|_|路桥工程师|_|隧道工程师
测绘-测量,建筑类型,公共建筑|_|农业建筑|_|历史建筑|_|智能建筑|_|绿色建筑|_|装配式建筑|_|高层建筑
测绘-测量,建筑软件,ArchiCAD|_|DIALux|_|Navisworks|_|PKPM|_|Revit|_|Tekla|_|品茗|_|天正|_|广联达|_|斯维尔|_|神机妙算|_|鲁班
测绘-测量,测绘/测量方向,地形测量|_|地籍测量|_|地铁测量|_|外业测量|_|市政测量|_|房建测量
测绘-测量,设计软件,AFES|_|CAD
测绘-测量,资格证书,一级建造师|_|一级注册建筑师|_|一级注册消防工程师|_|一级注册结构工程师|_|一级造价工程师|_|二级建造师|_|二级注册建筑师|_|二级注册消防工程师|_|二级注册结构工程师|_|二级造价工程师|_|安全员资格证|_|建（构）筑物消防员|_|施工员证|_|注册城乡规划师|_|注册监理工程师|_|资料员职业资格证
测试工程师,数据库类型,MySQL|_|Oracle
测试工程师,测试工具,Appium|_|Charles|_|Jmeter|_|LoadRunner|_|Postman|_|Quality Center|_|Selenium|_|禅道
测试工程师,测试方向,APP测试|_|Android测试|_|PC测试|_|Server端测试|_|Windows测试|_|iOS测试|_|功能测试|_|大数据测试|_|安全测试|_|小程序测试|_|性能测试|_|接口测试|_|服务端测试|_|渗透测试|_|游戏测试|_|灰盒测试|_|白盒测试|_|硬件测试|_|移动端测试|_|系统测试|_|网络测试|_|自动化测试|_|软件测试|_|金融测试|_|银行测试|_|黑盒测试
测试工程师,硬件工具,万用表|_|示波器
测试工程师,系统类型,Linux|_|Windows
测试工程师,计算机语言方向,Java|_|Python|_|SQL|_|Shell
测试工程师,软件开发工具,Fiddler|_|GIT|_|JIRA|_|SVN
测试开发,技术工作内容,Web测试开发|_|接口测试开发|_|游戏测试开发|_|硬件测试开发|_|软件测试开发
测试开发,数据库类型,MySQL|_|Oracle
测试开发,测试工具,Appium|_|Jmeter|_|RobotFramework|_|Selenium|_|TestNG
测试开发,系统类型,Linux|_|Windows
测试开发,计算机语言方向,C|_|C++|_|Golang|_|Java|_|Python|_|SQL|_|Shell
测试经理,技术工作内容,技术管理|_|测试团队管理|_|测试管理
测试经理,测试方向,功能测试|_|性能测试|_|游戏测试|_|白盒测试|_|硬件测试|_|移动端测试|_|自动化测试|_|软件测试|_|高并发测试|_|黑盒测试
测量员,地产业态,产业地产|_|住宅地产|_|办公地产|_|商业地产|_|工业地产|_|文旅地产|_|旧改项目|_|海外地产|_|综合体|_|酒店公寓
测量员,建筑工程职能,岩土工程师|_|路桥工程师|_|隧道工程师
测量员,建筑类型,公共建筑|_|农业建筑|_|历史建筑|_|智能建筑|_|绿色建筑|_|装配式建筑|_|高层建筑
测量员,建筑软件,ArchiCAD|_|DIALux|_|Navisworks|_|PKPM|_|Revit|_|Tekla|_|品茗|_|天正|_|广联达|_|斯维尔|_|神机妙算|_|鲁班
测量员,测绘/测量方向,地形测量|_|地籍测量|_|地铁测量|_|外业测量|_|市政测量|_|房建测量
测量员,设计软件,AFES|_|CAD
测量员,资格证书,一级建造师|_|一级注册建筑师|_|一级注册消防工程师|_|一级注册结构工程师|_|一级造价工程师|_|二级建造师|_|二级注册建筑师|_|二级注册消防工程师|_|二级注册结构工程师|_|二级造价工程师|_|安全员资格证|_|建（构）筑物消防员|_|施工员证|_|注册城乡规划师|_|注册监理工程师|_|资料员职业资格证
浮法操作工(玻璃技术),工艺类型,切裁工艺|_|成型工艺|_|熔化工艺|_|覆膜工艺|_|退火工艺|_|锡退工艺
海外市场,市场工作内容,市场信息收集|_|活动策划|_|策略规划
海外市场,市场工作方向,市场开发|_|市场营销|_|海外市场推广
海外市场,语言方向,俄语|_|德语|_|日语|_|英语|_|韩语
涂料研发,产品认证标准,CCC/3C认证|_|CE认证
涂料研发,涂料类型,水性涂料|_|油性涂料|_|粉末涂料
涂料研发,质量安全管理体系标准,GJB9001|_|ISO15189|_|SSOP|_|质量管理体系标准
涂料研发,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
涂料研发,资格证书,分析工职业资格证书|_|化学检验员职业资格证|_|注册化工工程师
涂料调色,产品认证标准,CCC/3C认证|_|CE认证
涂料调色,涂料类型,水性涂料|_|油性涂料|_|粉末涂料
涂料调色,质量安全管理体系标准,GJB9001|_|ISO15189|_|SSOP|_|质量管理体系标准
涂料调色,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
涂料调色,资格证书,分析工职业资格证书|_|化学检验员职业资格证|_|注册化工工程师
消防,地产业态,产业地产|_|住宅地产|_|办公地产|_|商业地产|_|工业地产|_|文旅地产|_|旧改项目|_|海外地产|_|综合体|_|酒店公寓
消防,建筑类型,公共建筑|_|农业建筑|_|历史建筑|_|智能建筑|_|绿色建筑|_|装配式建筑|_|高层建筑
